Situacao	Var_Desconto	Descricao	Codigo	Preco_Original	Preco_A_Vista	Preço_A_Credito	Parcela	Valor_Parcela	Produto	Desconsiderar	Desmembrar	Avaliacao
		Sousplat Folhagem - 4 Peças - Sem Base	Cód. 1567556947	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Laranja - 2 Peças - Sem Base	Cód. 1567556972	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Frutas - 12 Peças - Sem Base	Cód. 1567556965	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Melancias - 2 Peças - Sem Base	Cód. 1567556960	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Abacaxi Verde - 12 Peças - Sem Base	Cód. 1567556995	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Frutas - 12 Peças - Com Base	Cód. 1567557009	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Coroa - 2 Peças - Sem Base	Cód. 1567556997	R$ 15,45cada					jogos-americanos			
		Sousplat Folhagem - 6 Peças - Com Base	Cód. 1567557002	R$ 73,68cada					jogos-americanos			
		Sousplat Melancias - 4 Peças - Sem Base	Cód. 1567556949	R$ 30,87cada					jogos-americanos			
		Kit 2 Sousplat Com Base + 2 Guardanapos Love Vermelho	Cód. 1567544442	R$ 42,76cada					jogos-americanos			
		Sousplat Coqueiros - 4 Peças - Sem Base	Cód. 1567555293	R$ 30,87cada					jogos-americanos			
		Sousplat Natal - 1 Peça - Com Base	Cód. 1567555447	R$ 12,28cada					jogos-americanos			
		Sousplat Floral - 12 Peças - Sem Base	Cód. 1567555408	R$ 92,62cada					jogos-americanos			
		Sousplat Natal - 1 Peça - Sem Base	Cód. 1567555383	R$ 7,73cada					jogos-americanos			
		Sousplat Lhama - 4 Peças - Com Base	Cód. 1567555520	R$ 49,12cada					jogos-americanos			
		Sousplat Xadrez Vermelho - 2 Peças - Sem Base	Cód. 1567555471	R$ 15,45cada					jogos-americanos			
		Sousplat Tucano Folhas - 12 Peças - Sem Base	Cód. 1567555477	R$ 92,62cada					jogos-americanos			
		Sousplat Azulejo Colorido - 4 Peças - Sem Base	Cód. 1567555459	R$ 30,87cada					jogos-americanos			
		Sousplat Kiwi - 4 Peças - Com Base	Cód. 1567555500	R$ 49,12cada					jogos-americanos			
		Sousplat Floral - 1 Peça - Sem Base	Cód. 1567555484	R$ 7,71cada					jogos-americanos			
		Sousplat Laranja - 2 Peças - Com Base	Cód. 1567557013	R$ 24,56cada					jogos-americanos			
		Sousplat Marine 1 - 12 Peças - Sem Base	Cód. 1567555366	R$ 92,62cada					jogos-americanos			
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567555510	R$ 15,45cada					jogos-americanos			
		Sousplat Sereia - 4 Peças - Com Base	Cód. 1567555457	R$ 49,12cada					jogos-americanos			
		Sousplat Papagaio - 12 Peças - Sem Base	Cód. 1567555438	R$ 92,62cada					jogos-americanos			
		Sousplat Girassol - 2 Peças - Com Base	Cód. 1567555487	R$ 24,56cada					jogos-americanos			
		Sousplat Frutas - 2 Peças - Sem Base	Cód. 1567555452	R$ 15,45cada					jogos-americanos			
		Sousplat Adão Chevron - 6 Peças - Sem Base	Cód. 1567555462	R$ 46,31cada					jogos-americanos			
		Sousplat Lhama 2 - 12 Peças - Com Base	Cód. 1567555439	R$ 147,36cada					jogos-americanos			
		Sousplat Frutas - 1 Peça - Sem Base	Cód. 1567555461	R$ 7,71cada					jogos-americanos			
		Sousplat Tucano Folhas - 6 Peças - Sem Base	Cód. 1567555491	R$ 46,31cada					jogos-americanos			
		Sousplat Ancora - 2 Peças - Sem Base	Cód. 1567555522	R$ 15,45cada					jogos-americanos			
		Sousplat Melancia - 1 Peça - Sem Base	Cód. 1567555504	R$ 7,71cada					jogos-americanos			
		Kit 2 Jogo Americano + 2 Guardanapos Branco Corações	Cód. 1567544432	R$ 39,00cada					jogos-americanos			
		Sousplat Macarrons - 6 Peças - Sem Base	Cód. 1567544474	R$ 46,31cada					jogos-americanos			
		Sousplat Xadrez Vermelho - 4 Peças - Sem Base	Cód. 1567555324	R$ 30,87cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Com Base	Cód. 1567555340	R$ 73,65cada					jogos-americanos			
		Sousplat Tucanos - 6 Peças - Sem Base	Cód. 1567555316	R$ 46,31cada					jogos-americanos			
		Sousplat Adão Chevron - 12 Peças - Com Base	Cód. 1567555347	R$ 147,36cada					jogos-americanos			
		Sousplat Churrasco Bege - 4 Peças - Sem Base	Cód. 1567555346	R$ 30,87cada					jogos-americanos			
		Sousplat Flores Romantic - 1 Peça - Sem Base	Cód. 1567544501	R$ 7,71cada					jogos-americanos			
		Sousplat Onça - 6 Peças - Com Base	Cód. 1567544616	R$ 73,68cada					jogos-americanos			
		Sousplat Tucanos - 12 Peças - Com Base	Cód. 1567555513	R$ 147,36cada					jogos-americanos			
		Sousplat Churrasco Vermelho - 6 Peças - Sem Base	Cód. 1567555498	R$ 46,31cada					jogos-americanos			
		Sousplat Gucci - 4 Peças - Sem Base	Cód. 1567555507	R$ 30,87cada					jogos-americanos			
		Sousplat Onça - 12 Peças - Com Base	Cód. 1567544624	R$ 147,36cada					jogos-americanos			
		Sousplat Azulejo Colorido - 2 Peças - Com Base	Cód. 1567555524	R$ 24,56cada					jogos-americanos			
		Sousplat Macarrons - 2 Peças - Sem Base	Cód. 1567544469	R$ 15,45cada					jogos-americanos			
		Sousplat Poá Cinza - 2 Peças - Com Base	Cód. 1567544544	R$ 24,56cada					jogos-americanos			
		Sousplat Flores Romantic - 4 Peças - Sem Base	Cód. 1567544511	R$ 30,87cada					jogos-americanos			
		Sousplat Tigre - 6 Peças - Com Base	Cód. 1567544521	R$ 73,68cada					jogos-americanos			
		Sousplat Flores Romantic - 2 Peças - Sem Base	Cód. 1567544512	R$ 15,45cada					jogos-americanos			
		Sousplat Nautico 2 - 4 Peças - Com Base	Cód. 1567544554	R$ 49,12cada					jogos-americanos			
		Sousplat Nautico 2 - 6 Peças - Sem Base	Cód. 1567544559	R$ 46,31cada					jogos-americanos			
		Sousplat Flores Azul - 2 Peças - Com Base	Cód. 1567544564	R$ 24,56cada					jogos-americanos			
		Sousplat Tucano Folhas - 6 Peças - Com Base	Cód. 1567555304	R$ 73,68cada					jogos-americanos			
		Sousplat Churrasco Preto - 2 Peças - Com Base	Cód. 1567555319	R$ 24,56cada					jogos-americanos			
		Sousplat Marine 1 - 6 Peças - Com Base	Cód. 1567555342	R$ 73,68cada					jogos-americanos			
		Sousplat Borboletas - 6 Peças - Sem Base	Cód. 1567555318	R$ 46,31cada					jogos-americanos			
		Sousplat Love Cinza - 2 Peças - Sem Base	Cód. 1567521768	R$ 15,45cada					jogos-americanos			
		Sousplat Love Cinza - 4 Peças - Sem Base	Cód. 1567521756	R$ 30,87cada					jogos-americanos			
		Sousplat I Love You - 1 Peça - Sem Base	Cód. 1567518091	R$ 7,71cada					jogos-americanos			
		Sousplat I Love You - 4 Peças - Sem Base	Cód. 1567518092	R$ 30,87cada					jogos-americanos			
		Sousplat Flores Rosa/azul - 12 Peças - Sem Base	Cód. 1567522647	R$ 92,62cada					jogos-americanos			
		Sousplat Xadrez Barbecue - 12 Peças - Com Base	Cód. 1567522053	R$ 147,36cada					jogos-americanos			
		Sousplat Flores Rosa/azul - 6 Peças - Com Base	Cód. 1567522650	R$ 73,68cada					jogos-americanos			
		Sousplat Estampa Cestaria Azul Impressa Tecido Microfibra - 4...	Cód. 1567526272	R$ 49,12cada					jogos-americanos			
		Sousplat Poá Azul - 6 Peças - Com Base	Cód. 1567532233	R$ 73,68cada					jogos-americanos			
		Sousplat Tiffanny Butterfly - 2 Peças - Sem Base	Cód. 1567532260	R$ 15,45cada					jogos-americanos			
		Sousplat Flores Branco - 4 Peças - Com Base	Cód. 1567532282	R$ 49,12cada					jogos-americanos			
		Sousplat Gratidão - 4 Peças - Sem Base	Cód. 1567523822	R$ 30,87cada					jogos-americanos			
		Sousplat Flores Rosa - 6 Peças - Com Base	Cód. 1567529043	R$ 73,68cada					jogos-americanos			
		Sousplat Estampa Jeans Impressa Tecido Microfibra - 2 Peças -...	Cód. 1567523795	R$ 15,66cada					jogos-americanos			
		Sousplat Estampa Cestaria Verde Impressa Tecido Microfibra -	Cód. 1567529045	R$ 15,45cada					jogos-americanos			
		Sousplat Gratidão - 1 Peça - Sem Base	Cód. 1567523833	R$ 7,71cada					jogos-americanos			
		Sousplat Fundo Do Mar 2 - 4 Peças - Com Base	Cód. 1567523855	R$ 49,12cada					jogos-americanos			
		Sousplat Azulejo - 4 Peças - Com Base	Cód. 1567523797	R$ 49,12cada					jogos-americanos			
		Sousplat Fundo Do Mar 2 - 2 Peças - Com Base	Cód. 1567523863	R$ 24,56cada					jogos-americanos			
		Sousplat Churrasco Preto - 12 Peças - Com Base	Cód. 1567555436	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Natal - 2 Peças - Sem Base	Cód. 1567555308	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Coqueiros - 6 Peças - Sem Base	Cód. 1567555424	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Melancia - 4 Peças - Sem Base	Cód. 1567555508	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Papagaio - 6 Peças - Com Base	Cód. 1567555428	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Churrasco Preto - 4 Peças - Sem Base	Cód. 1567555467	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Melancia Picolé - 2 Peças - Sem Base	Cód. 1567557007	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Melancias - 6 Peças - Sem Base	Cód. 1567556979	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Folhagem - 12 Peças - Sem Base	Cód. 1567556994	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Folhagem - 6 Peças - Sem Base	Cód. 1567557005	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Abacaxi Verde - 6 Peças - Sem Base	Cód. 1567556996	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Coroa - 12 Peças - Com Base	Cód. 1567557003	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Laranja - 1 Peça - Sem Base	Cód. 1567556951	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Folhagem - 4 Peças - Com Base	Cód. 1567556980	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Abacaxi Verde - 2 Peças - Sem Base	Cód. 1567557010	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Papagaio - 6 Peças - Sem Base	Cód. 1567555297	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Churrasco Bege - 12 Peças - Com Base	Cód. 1567555314	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Ancora - 12 Peças - Sem Base	Cód. 1567555269	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Floral - 12 Peças - Com Base	Cód. 1567555384	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Flamingo Chevron - 12 Peças - Sem Base	Cód. 1567555351	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Lhama - 12 Peças - Sem Base	Cód. 1567555303	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Tucanos - 1 Peça - Sem Base	Cód. 1567555377	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Tucanos 2 - 6 Peças - Sem Base	Cód. 1567555334	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Flamingo Chevron - 2 Peças - Com Base	Cód. 1567555367	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Tucano Folhas - 4 Peças - Com Base	Cód. 1567555529	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Lhama 2 - 4 Peças - Sem Base	Cód. 1567555518	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Adão Chevron - 4 Peças - Com Base	Cód. 1567555419	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Melancia - 12 Peças - Sem Base	Cód. 1567555440	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Cactos Listras - 2 Peças - Com Base	Cód. 1567555474	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Tucanos 2 - 4 Peças - Com Base	Cód. 1567555456	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Natal - 4 Peças - Sem Base	Cód. 1567555469	(0)					jogos-americanos		R$ 30,91cada	
		Sousplat Turco - 2 Peças - Sem Base	Cód. 1567555479	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Marine 1 - 2 Peças - Com Base	Cód. 1567555476	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Natal - 4 Peças - Sem Base	Cód. 1567555526	(0)					jogos-americanos		R$ 30,91cada	
		Sousplat Papagaio - 2 Peças - Sem Base	Cód. 1567555483	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Gucci - 2 Peças - Sem Base	Cód. 1567555502	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Cílios - 1 Peça - Sem Base	Cód. 1567555393	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Marine 1 - 12 Peças - Com Base	Cód. 1567555433	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Cactos Listras - 2 Peças - Sem Base	Cód. 1567555378	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Abelhas - 6 Peças - Sem Base	Cód. 1567555427	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Adão Chevron - 6 Peças - Com Base	Cód. 1567555417	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Cílios - 12 Peças - Sem Base	Cód. 1567555402	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Gucci - 6 Peças - Sem Base	Cód. 1567555494	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Palmeiras - 2 Peças - Sem Base	Cód. 1567544582	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Borboletas - 6 Peças - Com Base	Cód. 1567555519	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Tucanos - 4 Peças - Sem Base	Cód. 1567555465	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Poá Amarelo - 4 Peças - Com Base	Cód. 1567544625	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Natal - 12 Peças - Com Base	Cód. 1567555431	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Onça - 4 Peças - Com Base	Cód. 1567544613	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Borboletas - 4 Peças - Sem Base	Cód. 1567555443	(0)					jogos-americanos		R$ 30,87cada	
		Sousplat Poá Cinza - 12 Peças - Sem Base	Cód. 1567544570	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Sereia - 12 Peças - Com Base	Cód. 1567555470	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Lhama - 6 Peças - Com Base	Cód. 1567555481	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Abelhas 2 - 1 Peça - Sem Base	Cód. 1567555506	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Folhagem - 12 Peças - Sem Base	Cód. 1567556994	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Folhagem - 6 Peças - Sem Base	Cód. 1567557005	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Abacaxi Verde - 6 Peças - Sem Base	Cód. 1567556996	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Coroa - 12 Peças - Com Base	Cód. 1567557003	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Coroa - 12 Peças - Sem Base	Cód. 1567556955	(0)					jogos-americanos		R$ 92,62cada	
		Sousplat Melancia Picolé - 2 Peças - Sem Base	Cód. 1567557007	(0)					jogos-americanos		R$ 15,45cada	
		Sousplat Summer - 1 Peça - Sem Base	Cód. 1567556952	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Melancias - 1 Peça - Sem Base	Cód. 1567556956	(0)					jogos-americanos		R$ 7,71cada	
		Sousplat Melancias - 6 Peças - Sem Base	Cód. 1567556979	(0)					jogos-americanos		R$ 46,31cada	
		Kit Sousplat Páscoa - 1 Peça - Com Base	Cód. 1567422654	(0)					jogos-americanos		R$ 12,28cada	
		Kit Sousplat Páscoa - 2 Peças - Com Base	Cód. 1567422470	(0)					jogos-americanos		R$ 24,57cada	
		Kit Sousplat Páscoa - 4 Peças - Com Base	Cód. 1567422484	(0)					jogos-americanos		R$ 49,13cada	
		Sousplat Vermelho Corações - 6 Peças - Com Base	Cód. 1567422661	(0)					jogos-americanos		R$ 73,68cada	
		Kit Sousplat Páscoa - 18 Peças - Sem Base	Cód. 1567422626	(0)					jogos-americanos		R$ 140,94cada	
		Kit Sousplat Páscoa - 6 Peças - Com Base	Cód. 1567422529	(0)					jogos-americanos		R$ 73,70cada	
		Kit Sousplat Páscoa - 8 Peças - Com Base	Cód. 1567422628	(0)					jogos-americanos		R$ 98,27cada	
		Sousplat Vermelho Corações - 2 Peças - Com Base	Cód. 1567422582	(0)					jogos-americanos		R$ 24,56cada	
		Kit Sousplat Páscoa - 4 Peças - Com Base	Cód. 1567422610	(0)					jogos-americanos		R$ 49,13cada	
		Kit Sousplat Páscoa - 8 Peças - Sem Base	Cód. 1567495702	(0)					jogos-americanos		R$ 62,66cada	
		Kit Sousplat Páscoa - 6 Peças - Sem Base	Cód. 1567495706	(0)					jogos-americanos		R$ 46,99cada	
		Kit Sousplat Páscoa - 4 Peças - Sem Base	Cód. 1567495729	(0)					jogos-americanos		R$ 31,33cada	
		Kit Sousplat Páscoa - 6 Peças - Sem Base	Cód. 1567495719	(0)					jogos-americanos		R$ 46,99cada	
		Kit Sousplat Páscoa - 12 Peças - Sem Base	Cód. 1567495739	(0)					jogos-americanos		R$ 93,99cada	
		Kit Sousplat Páscoa - 6 Peças - Sem Base	Cód. 1567495731	(0)					jogos-americanos		R$ 46,99cada	
		Kit Sousplat Páscoa - 6 Peças - Sem Base	Cód. 1567495685	(0)					jogos-americanos		R$ 46,99cada	
		Kit Sousplat Páscoa - 12 Peças - Sem Base	Cód. 1567495703	(0)					jogos-americanos		R$ 93,99cada	
		Kit Sousplat Páscoa - 8 Peças - Sem Base	Cód. 1567495709	(0)					jogos-americanos		R$ 62,66cada	
		Kit Sousplat Páscoa - 1 Peça - Sem Base	Cód. 1567495747	(0)					jogos-americanos		R$ 7,83cada	
		Kit Sousplat Páscoa - 8 Peças - Sem Base	Cód. 1567495733	(0)					jogos-americanos		R$ 62,66cada	
		Kit Sousplat Páscoa - 1 Peça - Sem Base	Cód. 1567495710	(0)					jogos-americanos		R$ 7,83cada	
		Kit Sousplat Páscoa - 4 Peças - Sem Base	Cód. 1567495727	(0)					jogos-americanos		R$ 31,33cada	
		Kit Sousplat Páscoa - 4 Peças - Sem Base	Cód. 1567495734	(0)					jogos-americanos		R$ 31,33cada	
		Sousplat Abacaxi Chevron - 2 Peças - Sem Base	Cód. 1567495738	(0)					jogos-americanos		R$ 15,45cada	
		Kit Sousplat Páscoa - 6 Peças - Sem Base	Cód. 1567495689	(0)					jogos-americanos		R$ 46,99cada	
		Kit Sousplat Páscoa - 1 Peça - Sem Base	Cód. 1567495721	(0)					jogos-americanos		R$ 7,83cada	
		Kit Sousplat Páscoa - 1 Peça - Sem Base	Cód. 1567495768	(0)					jogos-americanos		R$ 7,83cada	
		Guardanapo Estampado Boneco Neve - 1 Peça	Cód. 1567495717	(0)					jogos-americanos		R$ 9,10cada	
		Kit Sousplat Páscoa - 4 Peças - Sem Base	Cód. 1567495753	(0)					jogos-americanos		R$ 31,33cada	
		Kit Sousplat Páscoa - 1 Peça - Sem Base	Cód. 1567495778	(0)					jogos-americanos		R$ 7,83cada	
		Kit Sousplat Páscoa - 4 Peças - Sem Base	Cód. 1567495785	(0)					jogos-americanos		R$ 31,33cada	
		Sousplat Abacaxi Chevron - 4 Peças - Sem Base	Cód. 1567495741	(0)					jogos-americanos		R$ 30,87cada	
		Guardanapo Estampado Boneco Neve - 12 Peças	Cód. 1567495725	(0)					jogos-americanos		R$ 109,20cada	
		Kit Sousplat Páscoa - 2 Peças - Sem Base	Cód. 1567495754	(0)					jogos-americanos		R$ 15,66cada	
		Kit Sousplat Páscoa - 6 Peças - Sem Base	Cód. 1567495783	(0)					jogos-americanos		R$ 46,99cada	
		Kit Sousplat Páscoa - 12 Peças - Sem Base	Cód. 1567495774	(0)					jogos-americanos		R$ 93,99cada	
		Kit Sousplat Páscoa - 1 Peça - Sem Base	Cód. 1567495722	(0)					jogos-americanos		R$ 7,83cada	
		Jogo Americano Coca-cola - 4 Peças	Cód. 1567476551	(0)					jogos-americanos		Produto Indisponível	
		Sousplat Zebra - 2 Peças - Com Base	Cód. 1567515027	(0)					jogos-americanos		R$ 24,56cada	
		Sousplat Coração - 6 Peças - Com Base	Cód. 1567515043	(0)					jogos-americanos		R$ 73,68cada	
		Sousplat Estampa Azulejo Pintura Impresso Tecido Microfibra -...	Cód. 1567515030	(0)					jogos-americanos		R$ 46,31cada	
		Sousplat Abacaxi Chevron - 4 Peças - Com Base	Cód. 1567515338	(0)					jogos-americanos		R$ 49,12cada	
		Sousplat Burberry - 12 Peças - Com Base	Cód. 1567515618	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Abacaxi Chevron - 12 Peças - Com Base	Cód. 1567515340	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Abacate - 12 Peças - Com Base	Cód. 1567515616	(0)					jogos-americanos		R$ 147,36cada	
		Sousplat Gucci - 4 Peças - Com Base	Cód. 1567555515	R$ 49,12cada					jogos-americanos			
		Sousplat Abelhas 2 - 12 Peças - Com Base	Cód. 1567555490	R$ 147,36cada					jogos-americanos			
		Sousplat Cactos Listras - 6 Peças - Com Base	Cód. 1567555503	R$ 73,68cada					jogos-americanos			
		Sousplat Natal - 6 Peças - Sem Base	Cód. 1567555517	R$ 46,35cada					jogos-americanos			
		Sousplat Turco 2 - 6 Peças - Com Base	Cód. 1567544612	R$ 73,68cada					jogos-americanos			
		Sousplat Turco 2 - 1 Peça - Sem Base	Cód. 1567544626	R$ 7,71cada					jogos-americanos			
		Sousplat Cactos Listras - 1 Peça - Sem Base	Cód. 1567555291	R$ 7,71cada					jogos-americanos			
		Sousplat Churrasco Bege - 1 Peça - Sem Base	Cód. 1567555311	R$ 7,71cada					jogos-americanos			
		Sousplat Churrasco Preto - 2 Peças - Sem Base	Cód. 1567555284	R$ 15,45cada					jogos-americanos			
		Sousplat Cactos Listras - 12 Peças - Sem Base	Cód. 1567555275	R$ 92,62cada					jogos-americanos			
		Kit 2 Sousplat Com Base + 2 Guardanapos Branco Corações	Cód. 1567555328	R$ 42,76cada					jogos-americanos			
		Sousplat Borboletas - 4 Peças - Com Base	Cód. 1567555357	R$ 49,12cada					jogos-americanos			
		Sousplat Tucano Folhas - 6 Peças - Com Base	Cód. 1567555304	R$ 73,68cada					jogos-americanos			
		Sousplat Churrasco Preto - 2 Peças - Com Base	Cód. 1567555319	R$ 24,56cada					jogos-americanos			
		Sousplat Azulejo Colorido - 12 Peças - Sem Base	Cód. 1567555381	R$ 92,62cada					jogos-americanos			
		Sousplat Xadrez Vermelho - 4 Peças - Com Base	Cód. 1567555464	R$ 49,12cada					jogos-americanos			
		Sousplat Sereia - 4 Peças - Sem Base	Cód. 1567555448	R$ 30,87cada					jogos-americanos			
		Sousplat Gucci - 6 Peças - Com Base	Cód. 1567555489	R$ 73,68cada					jogos-americanos			
		Sousplat Tucanos - 4 Peças - Sem Base	Cód. 1567555465	R$ 30,87cada					jogos-americanos			
