Situacao	Var_Desconto	Descricao	Codigo	Avaliacao	Preco_Original	Preco_A_Vista	Produto	Desmembrar	Desconsiderar
		Kit Ducha Higiênica Gatilho Quadrado + Flexível 1,20 Cromado	Cód. 1571044569		R$ 44,99cada		duchas-higienicas		
		Kit Ducha Higiênica Gatilho Quadrado + Flexível 1,20 Preto	Cód. 1571044570		R$ 66,99cada		duchas-higienicas		
		Kit Desviador Quadrado Ducha C/flexivel 1,80+gatilho+suporte	Cód. 1571044572		R$ 134,99cada		duchas-higienicas		
OFERTA	-55%	Kit Ducha Higiênica C34	Cód. 1570906475		R$ 169,00 cada	R$ 75,00cada	duchas-higienicas		
		Kit Ducha Higiênica Luxo Cromada C/t P/ponto Adicional Censi	Cód. 1571295951		R$ 179,90cada		duchas-higienicas		
OFERTA	-9%	Kit Ducha Pop Branca C/registro Desviador E Flexível Inox 1,2...	Cód. 1571199381		R$ 96,90 cada	R$ 87,90cada	duchas-higienicas		
		Engate Flexível Mangueira Chuveirinho Ducha Higiênica 1,50m	Cód. 1571553453		R$ 30,99cada		duchas-higienicas		
OFERTA	-12%	Ducha Higienica Gatilho Metal Soft C31 1/4	Cód. 1566939833		R$ 98,00 cada	R$ 86,00cada	duchas-higienicas		
		Ducha Higiênica Completa Com Gatilho E Registro 1/4 De Volta	Cód. 1571501442		R$ 77,35cada		duchas-higienicas		
OFERTA	-27%	Engate Mangueira Flexível 1,20m Inox Ducha Higiênica Chuveiro...	Cód. 1571464872		R$ 59,00 cada	R$ 43,00cada	duchas-higienicas		
		Ralo Click Inteligente Para Banheiro Quadrado Padrão Nacional...	Cód. 1571417417		R$ 39,90cada		duchas-higienicas		
OFERTA	-9%	Ducha Higiênica Metal Cromado C40 1.20m Completa	Cód. 1571453990		R$ 87,00 cada	R$ 79,00cada	duchas-higienicas		
		Ducha Higiênica Deca Flex Plus 1984.c21 Branca - Único	Cód. 1566811273		R$ 456,90cada		duchas-higienicas	4x de R$ 114,22 s/juros	
		Ducha Higiênica 1/4 Volta Luxo Prata Gatilho Inoxidável 304	Cód. 1571295947		R$ 134,00cada		duchas-higienicas		
		Ducha Higiênica Preta 1/4 Volta Luxo Gatilho Inoxidável 304	Cód. 1571295954		R$ 155,00cada		duchas-higienicas		
		Ducha Higiênica Banheiro Acabamento Quadrado Black Edition	Cód. 1571373825		R$ 129,99cada		duchas-higienicas		
OFERTA	-6%	Ducha Higiênica Metal Cromado Registro Luxo 1/4 Volta Del Met...	Cód. 1571471510		R$ 85,00 cada	R$ 79,89cada	duchas-higienicas		
		Ducha Higiênica Slim Abs Banheiro Cromada Acionamento 1/4v	Cód. 1567519836		R$ 48,99cada		duchas-higienicas		
OFERTA	-12%	Ducha Higiênica Completa Com Registro 1/4 Volta Metal Ducha D...	Cód. 1567971285		R$ 139,00 cada	R$ 121,00cada	duchas-higienicas		
OFERTA	-12%	Ducha Higiênica Gatilho Abs Cromado 7790	Cód. 1568026205		R$ 79,00 cada	R$ 69,00cada	duchas-higienicas		
		Ducha Higiênica C/ Registro Duas Saídas Derivação Desviador	Cód. 1567964251		R$ 107,99cada		duchas-higienicas		
OFERTA	-29%	Ducha Higiênica Completa Com Registro 1/4 Volta E Ducha De Mã...	Cód. 1567971252		R$ 127,00 cada	R$ 89,99cada	duchas-higienicas		
		Ducha Higiênica Banheiro Metal Cromada Acionamento 1/4 Volta	Cód. 1570492265		R$ 70,99cada		duchas-higienicas		
		Kit Ducha Higiênica Luxo Preto C/registro Desviador	Cód. 1571483449		R$ 93,90cada		duchas-higienicas		
		Ralo Click Inteligente Em Inox 15x15 Cm + Porta Grelha	Cód. 1571414369		R$ 42,90cada		duchas-higienicas		
		Ralo Click Inteligente Para Banheiro Quadrado Padrão Nacional...	Cód. 1571414371		R$ 39,90cada		duchas-higienicas		
OFERTA	-9%	Ducha Higiênica Completa Quadrado Preto Fosco Black Edition	Cód. 1569974496		R$ 139,99 cada	R$ 126,99cada	duchas-higienicas		
		Ducha Higiênica Chuveirinho Gatilho Cromado	Cód. 1569063033		R$ 24,00cada		duchas-higienicas		
OFERTA	-30%	Ducha Higiênica Metal Cromado C-23 1.20m Completa	Cód. 1569279650		R$ 99,90 cada	R$ 69,90cada	duchas-higienicas		
2 Ralos Click Inteligente Em Inox 10x10 Cm + 2 Porta Grelhas	Cód. 1571414368	R$ 79,90cada	Ducha Higiênica com Derivação 1,2m Ouro Velho Tunis Classica		Cód. 90357162	R$ 1.109,00cada	duchas-higienicas	8x de R$ 138,62 s/juros	
OFERTA	-6%	Ducha Higiênica Com Registro Monocomando (dore Rosé Gold)	Cód. 1569958848		R$ 1.480,00 cada	R$ 1.390,00cada	duchas-higienicas	8x de R$ 173,75 s/juros	
		Ducha Higiênica Dourada 1/4 Volta Luxo Gatilho Inox 304	Cód. 1571295949		R$ 197,00cada		duchas-higienicas		
		Ducha Higiênica Fame Com Registro E Derivação Cromada	Cód. 1570819939		R$ 149,90cada		duchas-higienicas		
		Ducha Chuveirinho De Mao Com Filtro Hinigienico Chuveiro Pulv...	Cód. 1570813518		R$ 42,50cada		duchas-higienicas		
		Ducha Duchinha Higiênica Completa Quadrado Preto Fosco Black	Cód. 1570430887		R$ 169,99cada		duchas-higienicas		
OFERTA	-29%	Ducha Higienica Para Banheiro Completa Cromada Acabamento Met...	Cód. 1570430886		R$ 169,99 cada	R$ 120,70cada	duchas-higienicas		
Gatilho Metal Para Ducha Higiênica 7711	Cód. 1570666716	R$ 29,90cada	Válvula Metal com Chuveirinho e Mangueira Lift Ônix Docol		Cód. 91951720	R$ 1.689,00cada	duchas-higienicas	8x de R$ 211,12 s/juros	
Ducha Higiênica Vertical De Piso Preto/black Com Derivação	Cód. 1571066091	R$ 224,99cada	2x de R$ 112,49 s/juros	Chuveirinho Manual para Monocomando 1,2m Lift Ônix 579CE Docol	Cód. 91951580	R$ 899,90cada	duchas-higienicas	8x de R$ 112,49 s/juros	
OFERTA	-9%	Ducha Higiênica Tocha Metal Cromada Gatilho Abs	Cód. 1570445459		R$ 48,44 cada	R$ 43,99cada	duchas-higienicas		
		Ducha Elétrica Para Salão E Barbearia Sintex 220v 4400w - Dsb...	Cód. 1570432349		R$ 110,90cada		duchas-higienicas		
OFERTA	-10%	Ducha Higiênica Tocha Abs Branca	Cód. 1570445458		R$ 22,27 cada	R$ 19,99cada	duchas-higienicas		
		Kit Ducha Higiênica Gatilho Quadrado + Flexível 1,80 Preto	Cód. 1571044571		R$ 70,99cada		duchas-higienicas		
OFERTA	-20%	Ducha Higiênica Flexível Oliveira 1,20m C-70 1/4 Volta Para B...	Cód. 1571040681		R$ 149,90 cada	R$ 119,90cada	duchas-higienicas		
		Ducha Higienica Intimo Metal Chuveirinho Luxo Banheiro Suport...	Cód. 1570589519		R$ 175,90cada		duchas-higienicas		
		Engate Flexível P/ Ducha Higiênica Preto Fosco Black Edition	Cód. 1571310607		R$ 31,99cada		duchas-higienicas		
		Ducha Higiênica Completa Duxinha Quadrada Preto Fosco Black M...	Cód. 1570451901		(1)		duchas-higienicas	R$ 149,99cada	
OFERTA	-12%	Exaustor Churrasqueira Residencial Alvenaria C/ Soquete 25cm	Cód. 1567510590		R$ 239,90 cada	R$ 209,90cada	exaustores	2x de R$ 104,95 s/juros	
		Exaustor Industrial/comercial 50cm Turbão Alta Vazão 220v	Cód. 1566823215		R$ 369,90cada		exaustores	3x de R$ 123,30 s/juros	
		Exaustor Médio 40cm 1.750r Exaustão Novo Ventilação 220v	Cód. 1567313770		R$ 400,90cada		exaustores	4x de R$ 100,22 s/juros	
		Exaustor Residencial Drywall Bivolt 25cm Com 2 Grades Ventima...	Cód. 1569931665		R$ 239,90cada		exaustores	2x de R$ 119,95 s/juros	
		Exaustor Para Banheiros E Ambientes Itc Vento 126mm 18w 127v	Cód. 1571419978		R$ 207,99cada		exaustores	2x de R$ 103,99 s/juros	
		Exaustor Renovador De Ar Sicflux Splitvent 100mm Bivolt	Cód. 1571419992		R$ 404,99cada		exaustores	4x de R$ 101,25 s/juros	
		Microventilador De Ambientes Ventisilva Canário 150mm Bivolt	Cód. 1571419981		R$ 404,99cada		exaustores	4x de R$ 101,25 s/juros	
		Microventilador De Ambientes Ventisilva Canário 120mm Bivolt	Cód. 1571419993		R$ 316,99cada		exaustores	3x de R$ 105,66 s/juros	
		Exaustor Para Banheiro Silent 300cz Plus S&p 150mm 127v	Cód. 1571234829		R$ 461,99cada		exaustores	4x de R$ 115,50 s/juros	
		Exaustor Para Banheiro Silent 100cz S&p 100mm 127v	Cód. 1571232924		R$ 228,99cada		exaustores	2x de R$ 114,49 s/juros	
		Exaustor Para Banheiro Silent 100cz S&p 100mm 220v	Cód. 1571232922		R$ 228,99cada		exaustores	2x de R$ 114,49 s/juros	
		Exaustor Para Banheiro Silent 300cz Plus S&p 150mm 220v	Cód. 1571293453		R$ 461,99cada		exaustores	4x de R$ 115,50 s/juros	
		Exaustor Para Banheiro Silent 200cz Design 3c S&p 220v	Cód. 1571232914		R$ 349,99cada		exaustores	3x de R$ 116,66 s/juros	
		Exaustor Para Banheiro Silent 200cz S&p 120mm 220v	Cód. 1571232916		R$ 309,99cada		exaustores	3x de R$ 103,33 s/juros	
		Exaustor Para Banheiro Silent 200cz S&p 120mm 127v	Cód. 1571232925		R$ 309,99cada		exaustores	3x de R$ 103,33 s/juros	
OFERTA	-6%	Teclado Easy Touch Para Coifas Fogatti Modelo Atual	Cód. 1566936155		R$ 159,90 cada	R$ 149,90cada	exaustores		
OFERTA	-6%	Teclado Mecânico Para Coifas Fogatti Com Modelo Easy Mechanic	Cód. 1566936154		R$ 159,90 cada	R$ 149,90cada	exaustores		
		Ventokit Modelo Classic 80 (20 W) -para Ambiente Até 5 M²	Cód. 1566807596		R$ 324,00cada		exaustores	3x de R$ 108,00 s/juros	
		Motor Exaustor Renovador Ar C 280 A 12m² Bivolt Ventokit Wdb	Cód. 1571419989		R$ 514,99cada		exaustores	5x de R$ 103,00 s/juros	
OFERTA	-8%	Exaustor 50cm Axial Cinza 127v 250w Venti Delta Affara/cinza	Cód. 1570800069		R$ 483,90 cada	R$ 443,90cada	exaustores	4x de R$ 110,97 s/juros	
OFERTA	-7%	Exaustor Churrasqueira Residencial Alvenaria S/ Soquete 25cm	Cód. 1567510596		R$ 215,90 cada	R$ 199,90cada	exaustores		
		Regulador De Vazão De Ar Rva 100	Cód. 1566953263		R$ 51,42cada		exaustores		
		Exaustor Mared 20cm Inox Alta Vazão Industrial Parede Coifa	Cód. 1568025588		R$ 338,90cada		exaustores	3x de R$ 112,97 s/juros	
		Exaustor Móvel 40cm Goar Em40m42p 220v - Em40m42p	Cód. 1568126536		R$ 2.051,29cada		exaustores	8x de R$ 256,41 s/juros	
		Exaustor Para Banheiro Decor 200c S&p 120mm 127v	Cód. 1571227618		R$ 248,99cada		exaustores	2x de R$ 124,49 s/juros	
		Regulador De Vazão De Ar Rva 200mm Plástico Sicflux	Cód. 1571342708		R$ 137,99cada		exaustores		
		Exaustor Ventokit Vk Booster 300 220v	Cód. 1571595556		R$ 220,00cada		exaustores	2x de R$ 110,00 s/juros	
		Exaustor Para Banheiro Decor 100c S&p 100mm 220v	Cód. 1571232918		R$ 199,99cada		exaustores		
		Exaustor Para Banheiro Sonora 11 – Bivolt	Cód. 1566953251		R$ 258,99cada		exaustores	2x de R$ 129,49 s/juros	
		Exaustor Residencial Luxo Aerodelta 25cm Bivolt Venti-delta	Cód. 1567613896		R$ 299,00cada		exaustores	2x de R$ 149,50 s/juros	
		Exaustor Maxx 150 – 220 Volts	Cód. 1566953257		R$ 463,57cada		exaustores	4x de R$ 115,89 s/juros	
		Exaustor Maxx 100 – 220 Volts	Cód. 1566953258		R$ 428,80cada		exaustores	4x de R$ 107,20 s/juros	
		Exaustor Churrasqueira Residencial Duto Redondo 27cm Bivolt V...	Cód. 1567510593		R$ 229,90cada		exaustores	2x de R$ 114,95 s/juros	
		Exaustor De Cozinha Tron 250mm Cromado Bivolt	Cód. 1567464703		R$ 259,90cada		exaustores	2x de R$ 129,95 s/juros	
		Exaustor Para Banheiro Mega 34 6'' Bivolt	Cód. 1566953252		R$ 152,80cada		exaustores		
		Exaustor Para Banheiro Decor 300c S&p 127v / 220v 150mm 220v	Cód. 1571234827		R$ 332,99cada		exaustores	3x de R$ 111,00 s/juros	
		Exaustor De Banheiro Tron Residencial 125mm Branco - 127v	Cód. 1567464702		R$ 259,90cada		exaustores	2x de R$ 129,95 s/juros	
OFERTA	-8%	Exaustor 40cm Axial Cinza 127v 200w Venti Delta Affara/cinza	Cód. 1568650534		R$ 343,90 cada	R$ 315,90cada	exaustores	3x de R$ 105,30 s/juros	
		Motor Exaustor Renovador Ar 150 A 8m² Bivolt Ventokit Wdb	Cód. 1571419990		R$ 382,99cada		exaustores	3x de R$ 127,66 s/juros	
		Exaustor Para Banheiro Sicflux Sonora 10 Bivolt 100mm 13w	Cód. 1571419984		R$ 229,99cada		exaustores	2x de R$ 114,99 s/juros	
		Exaustor Para Banheiro Mega 16 – Bivolt	Cód. 1566953253		R$ 94,82cada		exaustores		
		Exaustor Industrial/comercial 30cm Turbão 220v	Cód. 1566823222		R$ 299,90cada		exaustores	2x de R$ 149,95 s/juros	
		Filtro De Ar Para Coifa 60cx / 90cx / 90cxs Electrolux	Cód. 1566841021		R$ 50,00cada		exaustores		
		Exaustor Industrial/comercial 30cm Turbão Alta Vazão 220v	Cód. 1566823230		R$ 357,90cada		exaustores	3x de R$ 119,30 s/juros	
		Exaustor Industrial/comercial 40cm Turbão 127v	Cód. 1566823229		R$ 331,90cada		exaustores	3x de R$ 110,63 s/juros	
		Exaustor Industrial/comercial 50cm Turbão 220v	Cód. 1566823221		R$ 390,90cada		exaustores	3x de R$ 130,30 s/juros	
		Exaustor Industrial/comercial 30cm Turbão Alta Vazão 127v	Cód. 1566823223		R$ 358,90cada		exaustores	3x de R$ 119,63 s/juros	
		Exaustor Industrial/comercial 50cm Turbão 127v	Cód. 1566823211		R$ 373,90cada		exaustores	3x de R$ 124,63 s/juros	
		Caixa De Filtragem Filbox Quad150	Cód. 1566953262		R$ 405,28cada		exaustores	4x de R$ 101,32 s/juros	
		Exaustor 50cm Vent New Monovolt Alta Vazão 220v	Cód. 1566823216		R$ 417,90cada		exaustores	4x de R$ 104,47 s/juros	
		Exaustor Industrial/comercial 40cm Turbão Alta Vazão 127v	Cód. 1566823219		R$ 400,90cada		exaustores	4x de R$ 100,22 s/juros	
		Exaustor Industrial/comercial 40cm Turbão Alta Vazão 220v	Cód. 1566823233		R$ 400,90cada		exaustores	4x de R$ 100,22 s/juros	
		Exaustor Industrial/comercial 50cm Turbão Alta Vazão 127v	Cód. 1566823228		R$ 428,90cada		exaustores	4x de R$ 107,22 s/juros	
		Exaustor Master Fan Black - Treviso	Cód. 1570906157		R$ 699,90cada		exaustores	6x de R$ 116,65 s/juros	
		Exaustor Master Fan Black Plus - Treviso	Cód. 1570906156		R$ 729,90cada		exaustores	7x de R$ 104,27 s/juros	
		Exaustor Maxx 250 Sicflux 220v	Cód. 1569810587		R$ 2.664,00cada		exaustores	8x de R$ 333,00 s/juros	
		Exaustor Aci-150 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569820399		R$ 944,60cada		exaustores	8x de R$ 118,07 s/juros	
		Exaustor Aci-100 Tipo Centrifugo Inline Sicflux 220v	Cód. 1569819876		R$ 892,50cada		exaustores	8x de R$ 111,56 s/juros	
		Exaustor Para Banheiro Sicflux Mega 18 Bivolt 150mm 13w 110v/...	Cód. 1571199409		R$ 234,99cada		exaustores	2x de R$ 117,49 s/juros	
		Exaustor Ventokit Vk Booster 300 220v	Cód. 1571595556		R$ 220,00cada		exaustores	2x de R$ 110,00 s/juros	
		Microventilador De Ambientes Ventisilva Canário 150mm Bivolt	Cód. 1571419981		R$ 404,99cada		exaustores	4x de R$ 101,25 s/juros	
		Exaustor Para Banheiros E Ambientes Itc Vento 126mm 18w 127v	Cód. 1571419978		R$ 207,99cada		exaustores	2x de R$ 103,99 s/juros	
		Exaustor Ventokit In Line Nm 280 C/ Reg 220v.	Cód. 1571595557		R$ 450,00cada		exaustores	4x de R$ 112,50 s/juros	
		Exaustor Residencial Drywall Bivolt 25cm Com 2 Grades Ventima...	Cód. 1569931665		R$ 239,90cada		exaustores	2x de R$ 119,95 s/juros	
		Motor Ventilador Exaustor Vix 400mm 380 Volts	Cód. 1566807041		R$ 501,50cada		exaustores	5x de R$ 100,30 s/juros	
		Exaustor Residencial Luxo Aerodelta 25cm Bivolt Venti-delta	Cód. 1567613896		R$ 299,00cada		exaustores	2x de R$ 149,50 s/juros	
		Exaustor Maxx 100 – 220 Volts	Cód. 1566953258		R$ 428,80cada		exaustores	4x de R$ 107,20 s/juros	
		Exaustor Maxx 150 – 220 Volts	Cód. 1566953257		R$ 463,57cada		exaustores	4x de R$ 115,89 s/juros	
		Exaustor Churrasqueira Residencial Duto Redondo 27cm Bivolt V...	Cód. 1567510593		R$ 229,90cada		exaustores	2x de R$ 114,95 s/juros	
OFERTA	-8%	Exaustor 30cm Axial Cinza 220v 180w Venti Delta Affara/cinza	Cód. 1568876363		R$ 324,90 cada	R$ 297,90cada	exaustores	2x de R$ 148,95 s/juros	
OFERTA	-6%	Teclado Easy Touch Para Coifas Fogatti Modelo Atual	Cód. 1566936155		R$ 159,90 cada	R$ 149,90cada	exaustores		
OFERTA	-6%	Teclado Mecânico Para Coifas Fogatti Com Modelo Easy Mechanic	Cód. 1566936154		R$ 159,90 cada	R$ 149,90cada	exaustores		
		Motor Exaustor Renovador Ar C 280 A 12m² Bivolt Ventokit Wdb	Cód. 1571419989		R$ 514,99cada		exaustores	5x de R$ 103,00 s/juros	
		Ventokit Modelo Classic 80 (20 W) -para Ambiente Até 5 M²	Cód. 1566807596		R$ 324,00cada		exaustores	3x de R$ 108,00 s/juros	
		Motor Ventilador Exaustor Vix 500mm Rqa4e-500 220 Volts	Cód. 1566807038		R$ 628,40cada		exaustores	6x de R$ 104,73 s/juros	
		Exaustor Itc 150 Banheiro C/ Válvula A. Retorno 220v	Cód. 1571598138		R$ 143,00cada		exaustores		
		Kit Instalação Aquecedor A Gás Econoflex D.100 X 370mm Cano	Cód. 1571598660		R$ 125,00cada		exaustores		
		Exaustor Ventokit In Line Nm 150 Turbo Motor 40w Bivolt	Cód. 1571598137		R$ 369,00cada		exaustores	3x de R$ 123,00 s/juros	
		Air Brise Completo 127v	Cód. 1571595445		R$ 165,00cada		exaustores		
		Exaustor Ventokit In Line 150 Nm Turbo C/ Reg Motor 40w Bivolt	Cód. 1571595554		R$ 367,00cada		exaustores	3x de R$ 122,33 s/juros	
		Exaustor Ventokit M 150 A Nm Bivolt	Cód. 1571595589		R$ 335,60cada		exaustores	3x de R$ 111,87 s/juros	
		Exaustor Ventokit Hight Class C 160 Bivolt.	Cód. 1571595590		R$ 424,00cada		exaustores	4x de R$ 106,00 s/juros	
		Exaustor Ventokit M 280 D Sensor De Presença Bivolt Acessório...	Cód. 1571598662		R$ 519,90cada		exaustores	5x de R$ 103,98 s/juros	
		Exaustor Ventokit Air Brise 160 Completo 127v	Cód. 1571598659		R$ 199,00cada		exaustores		
		Exaustor Ventokit In Line Nm 80 Motor C/ Reg Bivolt	Cód. 1571598133		R$ 296,80cada		exaustores	2x de R$ 148,40 s/juros	
		Exaustor Ventokit M 280 D Sensor De Presença Bivolt	Cód. 1571598129		R$ 571,90cada		exaustores	5x de R$ 114,38 s/juros	
		Exaustor Ventokit M 80 A Nm C/ Reg Bivolt	Cód. 1571598130		R$ 356,16cada		exaustores	3x de R$ 118,72 s/juros	
		Exaustor De Ambientes Itc 350 Motor Blindado 92w Industrial 1...	Cód. 1571598135		R$ 365,00cada		exaustores	3x de R$ 121,67 s/juros	
		Exaustor Para Banheiro Sonora 18 – Bivolt	Cód. 1566953249		R$ 169,46cada		exaustores		
		Exaustor Industrial/comercial 40cm Turbão 220v	Cód. 1566823210		R$ 331,90cada		exaustores	3x de R$ 110,63 s/juros	
		Exaustor Mared 25cm Inox Alta Vazão Industrial Parede Coifa	Cód. 1568650535		R$ 380,90cada		exaustores	3x de R$ 126,97 s/juros	
OFERTA	-8%	Exaustor 20cm Baixa Rotação Biv Cinza Ventidelta 2000-80	Cód. 1568876364		R$ 241,90 cada	R$ 221,90cada	exaustores	2x de R$ 110,95 s/juros	
		Ventokit® New Classic Completo 80 (bivolt)	Cód. 1570422166		R$ 310,00cada		exaustores	3x de R$ 103,33 s/juros	
		Exaustor De Cozinha Tron 250mm Branco Bivolt	Cód. 1567459903		R$ 219,90cada		exaustores	2x de R$ 109,95 s/juros	
		Micro Motor Vix 1/25 Bivolt 10w	Cód. 1566807036		R$ 79,00cada		exaustores		
Ventilador Exaustor Tron Axial Industria 30cm Grafite Bivolt	Cód. 1567940845	R$ 259,90cada	2x de R$ 129,95 s/juros	Exaustor ITC Tradicional 320 com Tampa Branco 220V ITC	Cód. 90243622	R$ 259,13cada	exaustores	2x de R$ 129,56 s/juros	
"Exaustor Para Banheiro Mega 11 4"" - Bivolt"	Cód. 1566953250	R$ 85,74cada	Exaustor ITC CEM 100 Branco 127V ITC		Cód. 90243433	R$ 129,90cada	exaustores		
		Kit Exaustor Para Banheiro Mega 34 6” - Bivolt	Cód. 1566953256		R$ 157,00cada		exaustores		
		Exaustor De Cozinha Tron 500mm Grafite Bivolt	Cód. 1567459892		R$ 429,90cada		exaustores	4x de R$ 107,47 s/juros	
Exaustor De Cozinha Tron 400mm Grafite Bivolt	Cód. 1567459891	R$ 299,90cada	2x de R$ 149,95 s/juros	Exaustor para Cozinha Master Fan Top Plus Treviso	Cód. 85479800	R$ 669,90cada	exaustores	6x de R$ 111,65 s/juros	
		Exaustor Médio 40cm 1.750r Exaustão Novo Ventilação 220v	Cód. 1567313770		R$ 400,90cada		exaustores	4x de R$ 100,22 s/juros	
		Microventilador De Ambientes Ventisilva Canário 120mm Bivolt	Cód. 1571419993		R$ 316,99cada		exaustores	3x de R$ 105,66 s/juros	
		Exaustor Renovador De Ar Sicflux Splitvent 100mm Bivolt	Cód. 1571419992		R$ 404,99cada		exaustores	4x de R$ 101,25 s/juros	
		Regulador De Vazão De Ar Rva 200mm Plástico Sicflux	Cód. 1571342708		R$ 137,99cada		exaustores		
		Exaustor Para Banheiro Sicflux Mega 18 Bivolt 150mm 13w 110v/...	Cód. 1571199409		R$ 234,99cada		exaustores	2x de R$ 117,49 s/juros	
		Exaustor Para Banheiro Decor 200c S&p 120mm 220v	Cód. 1571227617		R$ 248,99cada		exaustores	2x de R$ 124,49 s/juros	
		Exaustor Para Banheiro Sonora 11 – Bivolt	Cód. 1566953251		R$ 258,99cada		exaustores	2x de R$ 129,49 s/juros	
		Exaustor Para Banheiro Decor 100c S&p 100mm 220v	Cód. 1571232918		R$ 199,99cada		exaustores		
		Exaustor De Cozinha Tron 250mm Cromado Bivolt	Cód. 1567464703		R$ 259,90cada		exaustores	2x de R$ 129,95 s/juros	
		Exaustor Para Banheiro Mega 34 6'' Bivolt	Cód. 1566953252		R$ 152,80cada		exaustores		
		Exaustor Para Banheiro Silent 100cz Design 3c S&p 127v	Cód. 1571232917		R$ 309,99cada		exaustores	3x de R$ 103,33 s/juros	
OFERTA	-8%	Exaustor De Banheiro Venti-delta Residencial 15cm Branco Bivo...	Cód. 1571361032		R$ 238,90 cada	R$ 218,90cada	exaustores	2x de R$ 109,45 s/juros	
		Exaustor Industrial/comercial 30cm Turbão 127v	Cód. 1566823227		R$ 299,90cada		exaustores	2x de R$ 149,95 s/juros	
		Regulador De Vazão De Ar Rva 150mm Plástico Sicflux	Cód. 1571356886		R$ 130,99cada		exaustores		
		Exaustor Para Banheiro Tramontina 15 Cm Ba 100 220 V	Cód. 1570919485		R$ 152,90cada		exaustores		
		Exaustor Para Banheiro Tramontina 15 Cm Ba 100 127 V	Cód. 1571192857		R$ 152,90cada		exaustores		
		Exaustor 50cm Axial Cinza 220v 250w Venti Delta Affara/cinza	Cód. 1570800070		R$ 473,00cada		exaustores	4x de R$ 118,25 s/juros	
OFERTA	-42%	Cozinha Completa De Canto Madesa Reims 332002 Com Armário E B...	Cód. 1567214510		R$ 2.629,99 cada	R$ 1.499,99cada	cozinhas-completas	8x de R$ 187,50 s/juros	
OFERTA	-4%	Cozinha Completa De Canto Madesa Reims 332002 Com Armário E B...	Cód. 1567214511		R$ 1.499,99 cada	R$ 1.439,99cada	cozinhas-completas	R$ 1.499,99 em até 8x de R$ 187,50 s/juros	à vista no pix
OFERTA	-6%	Cozinha Completa Madesa Agata 310001 Com Armário E Balcão (se...	Cód. 1567204169		R$ 2.319,99 cada	R$ 2.180,79cada	cozinhas-completas	R$ 2.319,99 em até 8x de R$ 290,00 s/juros	à vista no pix
OFERTA	-7%	Cozinha Completa De Canto Madesa Reims 452001 Com Armário E B...	Cód. 1567206306		R$ 2.279,99 cada	R$ 2.120,39cada	cozinhas-completas	R$ 2.279,99 em até 8x de R$ 285,00 s/juros	à vista no pix
OFERTA	-5%	Armário De Cozinha Completa De Canto Madesa Reims 402002 Com	Cód. 1567643432		R$ 1.779,99 cada	R$ 1.690,99cada	cozinhas-completas	R$ 1.779,99 em até 8x de R$ 222,50 s/juros	à vista no pix
		Armário De Cozinha Modulada 4 Peças Mille Castanho	Cód. 1567632594		R$ 631,99cada		cozinhas-completas	6x de R$ 105,33 s/juros	
OFERTA	-4%	Armário De Cozinha Completa Madesa Acordes 100% Mdf Com Balcã...	Cód. 1567643431		R$ 1.839,99 cada	R$ 1.766,39cada	cozinhas-completas	R$ 1.839,99 em até 8x de R$ 230,00 s/juros	à vista no pix
OFERTA	-5%	Armário De Cozinha Completa Madesa Emilly Hit Com Balcão 11 P...	Cód. 1567643428		R$ 999,99 cada	R$ 949,99cada	cozinhas-completas	R$ 999,99 em até 8x de R$ 125,00 s/juros	à vista no pix
		Cozinha Completa Com Adega 7 Portas 2 Gavetas Flip Decibal Wo...	Cód. 1567551321		R$ 1.579,20cada		cozinhas-completas	8x de R$ 197,40 s/juros	
OFERTA	-5%	Armário De Cozinha Completa De Canto Madesa Smart 100% Mdf Mo...	Cód. 1567643425		R$ 2.499,99 cada	R$ 2.374,99cada	cozinhas-completas	R$ 2.499,99 em até 8x de R$ 312,50 s/juros	à vista no pix
OFERTA	-5%	Armário de Cozinha Completa 310cm Branco Reims Madesa XA01	Cód. 1567643413		R$ 1.599,99 cada	R$ 1.519,99cada	cozinhas-completas	R$ 1.599,99 em até 8x de R$ 200,00 s/juros	à vista no pix
OFERTA	-7%	Armário De Cozinha Completa De Canto Madesa Emilly Rock Com B...	Cód. 1567643424		R$ 1.499,99 cada	R$ 1.394,99cada	cozinhas-completas	R$ 1.499,99 em até 8x de R$ 187,50 s/juros	à vista no pix
OFERTA	-4%	Cozinha Completa Madesa Emilly com Armário e Balcão	Cód. 1566684792		R$ 999,99 cada	R$ 959,99cada	cozinhas-completas	R$ 999,99 em até 8x de R$ 125,00 s/juros	à vista no pix
OFERTA	-6%	Cozinha Completa Madesa Glamy Karen 6 Portas 6 Gavetas (Sem T...	Cód. 1566752493		R$ 2.069,99 cada	R$ 1.945,79cada	cozinhas-completas	R$ 2.069,99 em até 8x de R$ 258,75 s/juros	à vista no pix
OFERTA	-5%	Cozinha Compacta Madesa Glamy Marselha 8 Portas 3 Gavetas (Se...	Cód. 1566709768		R$ 1.839,99 cada	R$ 1.747,99cada	cozinhas-completas	R$ 1.839,99 em até 8x de R$ 230,00 s/juros	à vista no pix
OFERTA	-6%	Cozinha Completa Madesa Emilly Dance Com Balcão E Armário Vid...	Cód. 1566941495		R$ 869,99 cada	R$ 817,79cada	cozinhas-completas	R$ 869,99 em até 8x de R$ 108,75 s/juros	à vista no pix
